Area,Bedrooms,Bathrooms,Floors,YearBuilt,Garage,Neighborhood,SalePrice
2761,2,1,1,2014,0,Suburban,229750
2786,4,3,3,1987,0,Urban,287900
4702,1,3,3,1979,1,Urban,361300
3378,2,1,2,1962,0,Suburban,250000
4643,2,3,2,1965,1,Suburban,354150
4144,4,1,1,1981,1,Suburban,319000
4932,2,1,1,2000,0,Urban,339100
2555,4,1,1,2013,0,Urban,244150
1776,5,3,1,1950,0,Urban,226300
3266,2,1,1,1982,1,Urban,260400
802,3,3,2,1977,1,Suburban,175700
1138,2,1,1,1996,0,Urban,148200
555,3,3,2,2015,1,Suburban,174750
1025,3,2,1,2017,1,Urban,183850
4623,5,1,1,2013,0,Urban,357550
2625,3,2,1,2002,0,Suburban,244350
3787,4,2,3,1960,0,Rural,304850
864,4,3,3,2001,0,Urban,196000
2146,2,1,3,1969,0,Rural,190500
1418,1,3,3,1965,0,Rural,172900
3297,5,1,3,1968,0,Rural,277750
2031,5,3,1,1997,0,Suburban,248150
3845,5,1,2,1967,1,Urban,319850
2406,5,3,1,1995,0,Rural,261300
3586,5,3,3,1996,1,Rural,340600
2575,1,1,3,1951,0,Urban,206550
1213,2,1,3,2022,1,Urban,179750
1562,2,1,2,2017,1,Urban,190700
2476,5,1,3,1977,1,Rural,249400
1796,1,3,1,1967,0,Urban,192400
625,1,1,2,1970,0,Suburban,104750
4096,1,2,1,1991,0,Urban,299600
3783,3,1,1,2011,0,Urban,294950
2103,4,2,3,1955,0,Rural,219150
566,1,2,3,1989,0,Urban,132500
732,3,1,3,1953,0,Urban,135000
2656,5,1,2,1970,1,Rural,251300
1669,3,3,2,2003,0,Urban,221850
2658,4,1,1,1955,1,Rural,231900
4706,1,2,3,1994,0,Rural,331000
1993,4,3,3,1950,1,Rural,237150
4507,2,3,1,1994,1,Suburban,351050
2972,4,1,1,1997,0,Suburban,255200
3160,1,3,3,2018,1,Urban,295900
3239,5,3,3,2010,1,Rural,327450
2261,4,3,2,2000,0,Urban,260550
4014,2,3,1,1961,1,Urban,321500
2475,3,1,3,1980,0,Suburban,225250
2862,2,1,1,2020,0,Rural,231600
1376,3,2,3,1950,1,Rural,181300
4312,2,1,1,2012,1,Rural,311700
3948,1,3,1,1951,0,Rural,285200
1812,3,3,1,1955,1,Rural,209600
1960,1,1,3,2020,0,Rural,186500
3209,4,1,2,2002,1,Urban,288550
2824,3,3,2,2017,0,Urban,283800
2233,4,2,1,2006,1,Suburban,245950
2105,5,3,1,1973,1,Suburban,254650
3063,2,2,2,1986,0,Suburban,256450
3921,2,2,2,2021,0,Urban,314850
4017,2,1,1,2001,0,Rural,283650
2897,5,3,3,1988,1,Suburban,308750
4235,5,1,2,1988,0,Urban,335650
3370,1,1,2,1956,0,Urban,242800
1660,3,1,3,2004,1,Suburban,201700
742,3,1,3,1967,1,Rural,139700
3090,3,1,3,1997,1,Urban,276100
1563,4,1,2,1996,1,Suburban,199450
4824,5,3,2,1990,1,Rural,395700
3095,5,1,1,2007,0,Rural,269350
1419,5,3,1,2008,0,Rural,215850
505,2,3,1,1954,0,Rural,123950
967,4,3,1,1976,1,Suburban,188650
4670,5,1,2,1971,0,Suburban,347300
503,5,2,3,2016,0,Urban,177450
1145,3,3,2,1998,1,Rural,194150
617,3,3,2,2008,1,Rural,170750
3428,5,3,3,2004,0,Urban,335100
3051,2,1,1,1990,1,Rural,242050
4789,5,1,3,2022,1,Suburban,383550
1346,3,2,1,2014,0,Suburban,184000
3262,4,3,1,1973,0,Suburban,292500
1641,2,3,2,1968,0,Suburban,194950
2310,1,3,3,1959,1,Urban,235700
1223,4,2,3,2006,0,Suburban,195450
724,4,1,1,1993,1,Rural,146600
4708,2,1,1,1971,0,Rural,309200
2548,2,2,3,1998,1,Rural,244300
4915,5,1,1,2017,0,Suburban,368350
2073,1,1,3,1964,1,Urban,195350
2328,2,2,1,1963,0,Suburban,207800
2417,2,1,2,2000,1,Rural,218350
4734,4,1,1,1975,1,Urban,351700
2526,5,2,2,1988,1,Suburban,270200
4244,5,1,2,2010,0,Suburban,337700
1401,3,3,2,1966,1,Rural,197350
2539,1,1,2,1983,0,Rural,199350
509,3,2,1,1986,1,Suburban,143750
760,5,3,3,1982,0,Rural,185100
2173,4,1,3,1953,0,Rural,207050
2719,4,1,3,1973,0,Suburban,245350
2560,1,2,3,1996,1,Urban,244300
4213,5,3,3,1982,1,Rural,367750
2119,4,2,1,2011,0,Suburban,231750
820,2,2,1,1991,0,Rural,135800
1842,1,1,1,2022,1,Suburban,186200
2876,2,3,3,2016,0,Urban,281100
3332,5,2,1,1978,0,Suburban,292500
3324,5,2,2,1994,0,Urban,306900
2494,2,2,3,1981,0,Rural,226500
3458,3,1,1,1977,0,Urban,268500
2538,1,2,3,1956,0,Rural,211200
3990,2,1,2,1972,0,Urban,288600
4177,2,2,2,1963,1,Rural,310250
1618,3,1,1,2009,1,Rural,186100
2104,4,2,1,1958,0,Rural,210100
4527,1,2,1,1963,1,Suburban,317750
735,3,2,3,1984,0,Suburban,154450
2469,2,2,1,1990,1,Rural,227950
4929,4,1,1,1951,1,Rural,344250
2408,5,2,3,1975,0,Suburban,255400
875,4,3,2,1956,0,Suburban,173050
4030,5,3,1,1958,0,Urban,341400
3135,3,1,2,1964,1,Suburban,258450
2070,5,3,1,1965,0,Urban,245500
3060,5,2,2,2002,1,Rural,296100
3891,2,2,1,1995,0,Urban,300550
3465,5,3,2,1957,0,Suburban,312850
4143,5,3,3,1998,0,Rural,359050
4350,1,1,1,2018,0,Suburban,300400
1372,2,2,3,1985,1,Suburban,186600
1752,3,3,3,2003,1,Urban,241000
1814,3,2,2,1996,0,Suburban,207000
3398,3,3,2,2008,0,Suburban,304800
577,3,3,3,1968,1,Urban,171750
3121,4,2,3,1973,1,Rural,285450
4727,1,2,1,2017,1,Urban,348950
1100,2,1,2,1974,0,Urban,144700
1565,2,1,1,1977,1,Rural,163850
2636,4,3,1,2009,1,Urban,287000
2949,2,2,3,1998,1,Urban,274350
2843,3,2,2,2020,1,Suburban,275650
2363,4,2,2,1982,1,Suburban,250250
1818,3,3,2,1958,0,Suburban,210800
4097,4,3,1,1982,1,Rural,341950
4262,3,3,2,1963,0,Rural,329500
2690,5,1,2,1985,0,Suburban,252500
1492,2,2,2,1985,0,Rural,172600
3212,1,2,3,1965,0,Urban,257600
2692,3,3,1,1951,1,Urban,262400
1748,2,1,1,2022,1,Rural,186500
3554,2,1,3,2012,0,Urban,283800
4533,4,1,2,1994,0,Urban,342350
2497,2,1,2,2011,0,Urban,225650
4187,5,2,2,1979,1,Suburban,350550
2651,4,3,2,1955,0,Suburban,261550
4518,2,2,2,2008,1,Suburban,345800
3610,3,2,1,1990,1,Urban,305000
2470,4,1,2,1968,1,Suburban,236400
697,1,3,3,2020,1,Suburban,168350
3126,1,3,3,2010,1,Rural,281800
1702,2,1,1,1950,1,Suburban,167600
2535,5,1,1,1961,1,Rural,237550
977,5,1,1,2016,1,Urban,186150
1754,5,1,1,1978,1,Suburban,208600
1422,1,2,1,2022,0,Rural,165200
919,2,1,1,2013,0,Urban,142350
2704,1,1,3,2006,1,Rural,229500
3097,2,2,3,1996,0,Urban,271150
1620,1,2,2,1951,1,Rural,168800
3568,3,1,3,1955,0,Urban,277400
1450,4,2,3,1953,0,Rural,185900
2836,4,1,3,2017,1,Urban,279400
2743,1,1,1,2020,0,Rural,215650
3145,2,1,3,2004,1,Rural,260950
2357,2,2,2,1955,1,Suburban,221850
2365,5,1,3,1999,1,Urban,260450
3412,5,2,2,1988,1,Urban,319500
3353,1,2,2,1981,0,Rural,254450
3728,2,1,2,1981,0,Urban,278200
4219,3,1,1,2016,1,Urban,328250
3728,4,2,1,1955,1,Suburban,305400
2871,2,3,1,1969,0,Rural,246750
3391,5,1,2,1951,1,Urban,292350
4256,1,2,1,1990,0,Rural,297300
4725,2,1,3,1995,0,Urban,337250
594,2,1,2,1951,0,Suburban,107500
3174,1,1,3,1977,0,Urban,244300
2455,3,3,3,2005,1,Rural,266750
1293,4,2,1,1969,0,Suburban,177850
2334,3,2,3,1989,1,Urban,250900
2616,3,1,1,1977,0,Rural,216400
4606,5,3,2,1979,1,Suburban,386500
3825,4,3,3,1985,1,Urban,349250
3419,3,1,2,1951,0,Urban,263750
3097,2,3,3,1980,1,Suburban,286350
3705,2,2,3,1999,0,Suburban,297450
1314,5,2,3,1967,0,Suburban,198300
845,4,1,2,2010,1,Rural,162750
2849,1,3,2,2019,0,Urban,265650
862,2,1,1,2002,1,Rural,136200
2943,1,3,2,1956,1,Urban,261450
2765,5,3,3,2005,1,Rural,302250
2688,2,2,1,1994,1,Suburban,245100
3505,2,3,2,1995,0,Urban,301250
3781,3,1,2,1953,0,Urban,282450
1484,5,1,1,1970,0,Urban,187700
2139,5,2,3,1970,1,Suburban,250450
1327,3,3,2,1984,0,Suburban,194050
3230,5,2,3,1957,1,Suburban,301100
4031,3,1,3,1968,1,Rural,304450
4951,3,2,1,1990,1,Urban,372050
3435,3,1,1,1960,1,Rural,262250
4376,4,1,1,2010,1,Suburban,339300
626,2,3,3,2016,1,Urban,178600
3677,2,1,2,2014,0,Suburban,280550
3556,2,3,3,1973,0,Rural,292200
1103,4,3,3,1994,1,Rural,205850
3949,2,1,3,1960,1,Rural,287950
4646,3,1,1,2022,1,Urban,351400
4033,1,3,3,1989,1,Rural,320850
3867,1,1,3,2005,0,Rural,277350
3868,2,1,2,1976,1,Rural,283700
4297,5,3,1,2006,0,Rural,359150
2292,2,2,3,1952,1,Urban,227700
3361,4,1,1,1972,0,Suburban,267150
3976,5,3,1,1992,1,Suburban,353900
3917,1,2,1,1982,0,Urban,287950
2145,3,3,2,1995,1,Suburban,248250
1705,2,3,3,2011,1,Urban,231050
3530,2,3,1,1966,0,Rural,278800
3372,2,1,1,1969,0,Suburban,246800
3572,5,2,2,1973,0,Rural,303000
2354,4,2,2,2005,0,Urban,251700
4521,3,2,3,2022,1,Suburban,365150
3208,3,3,2,2011,1,Rural,301200
4002,2,1,3,1994,0,Suburban,295800
1832,3,1,2,2006,1,Urban,210900
701,3,3,2,1986,0,Urban,168350
4007,2,2,2,1982,0,Urban,307450
4712,2,2,3,1960,0,Suburban,336100
1074,4,1,1,2014,0,Suburban,165400
1036,2,1,1,2008,0,Rural,136700
2125,2,2,2,1950,0,Rural,193750
2622,4,3,1,1986,0,Rural,259400
885,4,2,3,1960,1,Suburban,174750
3781,3,3,2,1980,0,Rural,310550
974,2,3,1,1998,1,Urban,180600
917,5,1,1,1959,0,Suburban,151050
4100,2,1,2,2017,0,Rural,297600
1454,3,3,1,1964,1,Suburban,199400
1705,1,2,1,1964,1,Urban,181950
4620,4,3,1,1974,1,Urban,375700
2490,2,1,2,1982,1,Rural,216600
4072,5,2,3,2014,1,Urban,365300
4880,5,2,2,1973,1,Rural,378400
4658,2,2,2,2009,0,Rural,338100
3213,1,2,1,1972,0,Suburban,244750
2703,4,3,2,1983,1,Rural,277550
3620,2,1,2,2017,0,Urban,283600
1466,3,2,1,1977,0,Rural,173900
3932,4,2,3,1965,1,Urban,333600
1188,5,3,2,2007,0,Rural,209000
4743,1,1,3,1971,0,Urban,320950
4201,3,2,1,1965,1,Urban,327050
841,2,2,2,1995,1,Suburban,158050
2224,4,1,3,2013,0,Urban,237600
4922,2,3,2,2000,0,Suburban,368600
2292,5,2,1,1963,0,Rural,231000
2259,1,2,1,1951,1,Urban,205750
3712,3,3,1,1951,0,Suburban,298400
1489,5,2,2,2001,1,Suburban,222250
2762,2,3,2,1984,1,Rural,260800
2982,3,3,1,1964,1,Urban,280800
1451,2,1,1,2021,1,Rural,171350
1222,2,2,2,2018,1,Suburban,184000
3889,1,2,1,1951,0,Rural,267250
2579,1,2,1,1951,0,Rural,201750
3217,1,1,2,1978,0,Suburban,236750
2832,1,2,3,1953,0,Suburban,230000
3876,1,2,2,1962,0,Urban,284900
2000,4,2,3,1989,1,Suburban,239200
785,1,2,1,1977,1,Urban,139850
3995,1,2,1,2004,0,Rural,288450
2565,3,2,1,1954,0,Suburban,226950
1268,3,2,3,1982,1,Suburban,190500
3557,3,3,2,2006,1,Suburban,322150
4789,4,1,1,1958,1,Urban,349350
2661,1,1,2,1951,0,Urban,205850
3793,4,2,3,2006,0,Suburban,323950
1446,4,2,2,1968,1,Rural,195200
3835,2,2,1,1971,1,Urban,300550
4650,4,2,2,2017,0,Urban,370100
1981,2,3,2,2008,0,Rural,218950
2401,5,1,2,2020,0,Suburban,248550
3951,3,1,2,2003,1,Urban,315950
4564,2,2,2,1960,1,Rural,328700
554,5,3,2,2004,1,Rural,186400
2323,4,3,1,1962,0,Urban,247250
3962,2,1,1,1954,0,Rural,266800
3579,4,1,1,1977,1,Rural,284550
1332,2,3,3,1959,1,Rural,186800
4908,3,1,1,1995,0,Suburban,341400
3306,4,3,2,2005,0,Suburban,309300
2990,1,3,2,1968,0,Suburban,252400
827,1,3,1,1980,1,Rural,147850
3810,2,1,1,2001,0,Urban,283300
3800,3,1,3,2015,0,Suburban,302000
4175,4,3,1,1953,0,Suburban,332150
3554,4,3,1,2018,0,Rural,315600
2643,2,2,3,1994,1,Rural,247850
1811,3,2,1,1996,1,Rural,206850
3691,5,3,3,2017,0,Suburban,347150
3038,4,2,2,1963,1,Suburban,278300
4483,5,2,1,2020,1,Suburban,372650
664,4,1,1,1996,0,Suburban,139500
4777,2,2,3,1962,0,Rural,334950
1322,3,3,2,1961,1,Rural,191900
1443,1,3,1,1993,0,Rural,172550
4925,2,3,2,2009,0,Urban,376450
1274,1,2,2,2020,0,Rural,162200
2698,5,3,2,1992,0,Rural,280000
3656,5,2,2,1951,0,Rural,300600
4742,2,3,3,1970,0,Suburban,355600
4195,5,1,2,1953,1,Rural,323150
3952,4,1,1,1968,0,Urban,300500
1414,3,2,1,1963,0,Suburban,172100
1808,2,1,3,1986,0,Rural,178700
4677,5,1,2,1960,0,Urban,349350
1013,5,2,2,2010,1,Rural,196150
2420,5,2,2,2017,1,Rural,268600
4094,5,3,2,1999,0,Suburban,356900
1909,1,2,2,1953,0,Urban,183850
3690,4,3,1,1998,1,Urban,336400
4991,4,2,2,1977,1,Urban,385150
2055,5,2,3,2022,1,Suburban,261850
1304,1,2,1,1992,0,Urban,160300
1779,5,2,2,1982,1,Suburban,231050
4077,3,3,1,2012,0,Rural,329950
3401,4,1,3,1957,1,Rural,279650
1887,2,2,2,1968,1,Rural,197250
3261,3,2,3,1961,0,Rural,268850
3179,1,2,3,1991,1,Rural,263750
2606,2,1,3,1986,0,Suburban,223600
4723,3,1,2,1983,0,Rural,328550
3268,5,2,3,2000,0,Suburban,305900
4453,5,1,2,1984,0,Suburban,340350
3686,4,3,3,1966,0,Suburban,321600
3780,2,3,3,2010,1,Suburban,329500
3073,2,3,1,1989,1,Urban,282850
3099,1,2,1,2000,1,Suburban,257450
4533,4,2,2,1963,1,Urban,358050
736,5,2,2,2004,1,Rural,180500
1804,2,3,2,1968,0,Urban,208100
3930,2,3,1,1950,0,Urban,304000
1801,4,3,3,1997,0,Urban,241650
3041,2,2,1,1956,1,Urban,256350
2551,2,2,3,1951,1,Rural,230350
941,3,2,3,1972,1,Suburban,171150
2576,2,1,3,1993,0,Urban,229200
3680,1,2,1,2022,0,Suburban,283100
3157,4,1,1,1968,0,Rural,250750
4298,4,3,1,1965,0,Urban,346900
1304,1,3,3,1980,0,Suburban,176700
574,3,2,1,2017,0,Suburban,146300
2675,3,3,2,2013,1,Rural,275150
4424,5,1,2,2016,1,Rural,353500
2589,2,1,3,1955,0,Suburban,213450
540,1,2,3,2004,0,Urban,135700
2581,4,1,1,1958,1,Urban,238950
2122,3,3,1,2016,0,Suburban,238400
841,1,3,1,2005,0,Urban,156050
4552,5,1,1,2007,1,Suburban,357200
2574,5,2,1,1950,1,Suburban,256200
1145,2,1,2,1985,1,Suburban,155250
4763,3,2,1,1963,1,Rural,344550
1109,5,1,2,2014,0,Suburban,182150
954,2,3,1,1976,1,Urban,173000
3453,3,1,3,1985,0,Suburban,275650
2208,5,3,3,2022,1,Suburban,284500
3972,4,2,2,1977,0,Urban,324200
3469,4,2,1,2000,1,Urban,310950
3528,1,1,1,2019,1,Rural,264600
3181,4,3,1,1961,1,Urban,299850
4129,4,3,2,1959,0,Suburban,336650
4725,3,2,3,1985,0,Rural,349250
3567,2,2,2,1955,0,Urban,277350
1886,4,3,3,1974,1,Urban,249000
4276,3,2,1,1954,0,Suburban,312500
3366,4,3,3,1996,0,Suburban,314600
3863,5,3,1,2001,1,Urban,355950
4624,3,1,1,2019,1,Urban,349400
648,2,1,1,1953,1,Urban,120800
4350,1,3,3,1978,0,Suburban,328400
2558,2,2,1,1995,0,Suburban,228900
1636,1,1,3,2018,1,Suburban,184700
686,4,3,1,2016,0,Rural,171600
3354,3,2,3,1968,0,Suburban,280600
1750,2,1,1,1995,0,Suburban,173500
1833,5,2,3,1992,1,Urban,246750
4693,2,2,2,1990,1,Urban,354150
4650,1,1,3,1990,0,Urban,322000
3211,4,1,3,1964,1,Suburban,277250
2285,3,2,1,1999,0,Suburban,226450
1250,4,2,1,1956,0,Suburban,171800
2262,5,3,2,1952,1,Urban,266200
4420,1,1,2,1960,1,Suburban,301500
4960,1,3,1,2018,0,Suburban,360900
981,1,2,3,2015,1,Rural,161050
653,4,2,2,1960,0,Suburban,148150
2024,5,3,3,1960,0,Urban,251700
2620,2,3,3,2003,1,Urban,274400
2843,1,2,2,2021,0,Rural,240950
1740,1,3,3,1979,0,Rural,193200
560,1,1,2,2002,0,Urban,116100
1438,1,2,1,1989,1,Suburban,171100
2139,5,1,3,1960,1,Rural,227450
4620,3,2,2,1986,0,Urban,349300
4726,1,1,3,2013,1,Urban,342700
4069,3,2,1,2020,0,Suburban,321950
1752,4,1,2,2004,0,Rural,196300
4703,4,3,1,1959,1,Urban,375350
671,2,1,3,1952,1,Suburban,126650
1958,1,1,1,1968,0,Suburban,165800
4049,4,3,2,1963,0,Suburban,333850
4697,5,1,1,1979,1,Rural,351050
2822,5,2,1,1971,0,Suburban,264900
2136,3,1,1,1962,1,Urban,207900
3615,5,2,1,1996,0,Urban,317050
4590,1,2,3,1952,0,Urban,322600
3504,4,3,2,1994,1,Suburban,325900
829,4,3,2,1959,1,Rural,176650
4140,4,1,3,2015,1,Rural,334000
4394,1,2,1,2022,1,Urban,333800
4607,2,2,1,1982,1,Suburban,337450
1841,3,3,2,2003,0,Rural,220450
4163,5,3,2,2006,1,Urban,377450
715,3,3,1,1955,0,Suburban,149750
838,3,2,1,1978,0,Urban,152800
4562,4,1,3,1969,0,Rural,331300
3208,5,2,3,2022,1,Urban,324500
3652,3,3,2,1997,0,Suburban,314200
2250,4,2,2,2004,1,Rural,246200
2921,1,2,3,1998,0,Suburban,247950
1209,4,3,2,1991,0,Rural,195250
4226,4,3,3,2021,1,Suburban,375100
4142,1,3,3,1998,1,Urban,339000
4493,5,2,1,1966,0,Suburban,346950
988,5,3,3,2019,0,Suburban,212600
546,5,2,1,1956,0,Suburban,146600
3859,2,1,2,1986,0,Suburban,281250
900,3,1,3,2015,0,Suburban,157000
4490,4,2,1,1971,1,Suburban,348300
3657,2,3,3,1987,0,Urban,311450
4845,3,1,2,2002,1,Rural,350350
890,4,3,1,1975,1,Urban,189500
4353,5,1,3,2014,1,Urban,364350
4930,1,1,2,2013,0,Urban,337900
1128,2,1,2,1979,0,Rural,137600
4732,1,3,1,1965,1,Urban,348600
3430,5,3,2,1981,0,Rural,313300
2021,3,2,1,1971,1,Suburban,214850
1326,1,1,3,2010,1,Urban,171800
2000,1,1,3,1958,0,Rural,169900
3794,3,2,2,1987,1,Rural,308300
2919,2,1,2,1995,0,Suburban,236950
1434,2,1,3,1962,1,Urban,172800
3542,4,3,2,1973,0,Urban,316500
4997,4,2,3,1985,0,Suburban,377850
1966,5,1,3,1980,0,Rural,214800
4061,3,2,2,1969,1,Rural,316250
1114,3,1,3,1996,1,Urban,177000
1682,4,3,1,2004,1,Suburban,232800
3723,2,2,2,1995,0,Urban,297150
3167,2,2,2,2004,1,Suburban,277050
630,4,1,3,2014,0,Rural,148200
3483,3,1,3,2002,0,Rural,277250
4778,1,3,3,1961,0,Urban,349700
4959,1,2,1,1985,0,Rural,330950
538,5,2,3,1988,1,Urban,180800
4459,2,1,3,1971,1,Urban,326750
4087,3,2,1,1956,1,Suburban,313650
1420,2,3,2,2021,0,Rural,194800
3269,1,1,2,2019,0,Rural,246650
4611,3,3,1,1974,1,Suburban,360250
992,4,1,3,2011,0,Rural,165400
1631,1,2,2,1976,0,Rural,166850
4021,1,1,1,1999,0,Urban,283250
810,3,3,2,1983,1,Suburban,177900
1238,2,2,3,1966,0,Suburban,164200
3741,1,2,1,1959,1,Urban,282250
1045,5,3,3,1998,0,Rural,204150
2961,1,3,1,2011,1,Urban,273850
4846,2,2,1,1998,1,Suburban,354200
2304,4,2,3,1968,1,Rural,243100
3712,1,2,1,2000,1,Rural,283100
4310,3,3,1,1991,1,Urban,355300
1313,2,2,2,2002,0,Suburban,173750
4624,1,3,1,1955,0,Rural,320200
2532,4,3,3,2013,0,Urban,283000
4913,3,1,2,2007,1,Suburban,360250
744,5,1,2,1963,0,Suburban,148600
771,1,1,2,1988,0,Urban,122450
4011,1,1,2,1957,1,Rural,275150
2271,2,2,1,1987,0,Rural,207150
1762,4,3,2,2013,1,Suburban,244500
2924,2,3,3,1991,0,Urban,276000
4861,5,2,2,2012,0,Suburban,384150
1420,5,3,3,1970,1,Urban,234500
3930,1,3,1,2014,0,Urban,313200
4935,5,1,2,1974,1,Urban,376450
4984,3,2,3,1977,1,Suburban,374800
3124,1,2,1,1969,1,Suburban,249400
4260,3,1,2,1977,0,Urban,313600
2550,5,3,3,1993,1,Urban,297900
4000,2,1,2,1962,0,Suburban,281100
1665,1,2,3,1955,0,Urban,177250
875,2,1,2,2004,0,Suburban,137450
2533,1,3,1,2021,0,Urban,245450
645,2,1,3,1971,1,Urban,136050
4888,4,1,3,2015,0,Rural,361400
931,1,3,3,1976,0,Urban,161850
1204,1,2,2,1989,0,Urban,159400
3132,3,3,3,2003,0,Rural,290000
4994,4,1,1,1981,1,Rural,356500
1463,2,1,1,2001,1,Urban,175950
2734,4,3,1,1974,1,Urban,281400
2541,2,3,1,1997,0,Suburban,243650
2328,1,1,1,2002,1,Rural,199500
2608,3,2,1,1957,1,Urban,245000
4568,2,1,3,1995,1,Urban,339400
1438,1,1,1,1953,0,Urban,140300
1306,5,1,2,2017,0,Suburban,192900
1963,5,2,2,1993,0,Urban,238550
3915,5,2,2,1973,0,Suburban,325150
510,1,1,1,1980,0,Urban,102000
2368,1,3,2,1996,0,Urban,234700
1384,2,3,1,1972,1,Urban,193300
4064,3,1,1,2001,1,Rural,306000
1889,2,1,3,1951,0,Rural,172250
3901,4,1,2,1974,1,Urban,314750
4821,1,1,2,1959,1,Suburban,321250
1324,1,3,3,1979,0,Suburban,177400
2765,3,1,2,1967,1,Suburban,240850
1436,2,2,3,1998,1,Urban,198700
3300,2,2,1,2004,0,Suburban,268700
3053,1,3,3,1999,0,Urban,274850
4345,5,3,2,1958,1,Urban,372150
2296,2,1,3,1968,1,Suburban,212700
553,4,2,1,1983,0,Rural,140050
1226,5,1,3,2016,1,Urban,208600
3236,5,3,3,1972,0,Rural,305900
3670,2,3,2,1980,1,Suburban,310000
2413,5,1,2,1963,1,Urban,247050
2096,4,3,3,1999,0,Rural,247000
2414,2,2,3,2013,0,Urban,242100
2966,3,3,1,2015,0,Urban,285300
3237,2,1,2,1981,1,Urban,263650
1349,1,1,1,1965,1,Suburban,144450
2609,3,3,2,1952,1,Rural,253550
502,2,2,1,1973,0,Suburban,119500
4755,5,2,2,1974,1,Suburban,377450
4569,1,3,1,1993,1,Rural,338850
1392,1,2,2,1951,0,Suburban,152400
2530,3,1,3,2000,0,Suburban,234000
3660,4,2,2,1992,1,Rural,313100
2876,1,1,1,1983,0,Rural,211200
2433,2,3,2,1970,0,Urban,240150
1880,5,2,3,2018,1,Rural,246900
4181,3,2,3,1968,0,Urban,326950
1790,4,2,1,1973,0,Rural,198900
2140,5,3,3,1986,0,Suburban,260300
3182,4,3,1,1965,1,Suburban,296100
1487,3,3,3,1955,1,Rural,203350
1718,3,3,1,2003,1,Urban,229300
1855,4,2,1,1964,1,Suburban,214450
4765,1,1,2,1970,0,Rural,306750
4635,3,3,1,2002,1,Suburban,369850
2060,4,1,2,1954,0,Rural,196700
1918,1,1,1,2018,1,Suburban,188800
1454,1,1,1,1979,0,Suburban,143900
1483,3,2,2,1963,0,Rural,175550
1474,2,1,3,1953,0,Suburban,157100
4633,4,1,3,1956,0,Rural,330950
4472,5,3,1,1974,0,Rural,358300
1413,2,3,2,1958,0,Rural,175550
536,1,3,3,1963,0,Suburban,133200
3887,5,3,1,2011,1,Urban,360150
2211,2,3,1,1971,0,Rural,214350
3520,1,3,2,2008,1,Urban,305900
1295,5,2,3,1960,1,Rural,200250
4536,5,2,3,1989,0,Urban,371000
3611,1,1,2,1959,1,Rural,255750
1824,3,1,1,2006,1,Rural,195500
817,1,1,1,1996,0,Rural,112150
2896,4,3,3,1962,1,Rural,285900
2662,1,2,2,2004,1,Suburban,241800
3245,4,3,3,1987,1,Rural,310850
2091,5,2,1,1980,1,Suburban,241050
3611,1,3,3,1998,0,Urban,302450
4430,2,1,3,1970,1,Rural,315000
2496,1,3,1,2018,0,Suburban,237700
1812,3,1,3,1966,0,Rural,182900
1785,1,2,1,1983,1,Rural,181650
4811,1,1,3,1968,0,Rural,313450
2883,5,3,3,1964,1,Urban,305850
3739,3,2,2,2000,0,Urban,309450
2639,1,2,2,1985,1,Urban,239950
2204,2,3,1,2000,1,Urban,242700
862,5,2,2,2004,0,Suburban,181800
3104,4,2,3,1954,0,Rural,268900
2216,3,2,2,1970,1,Suburban,229300
4951,3,2,2,1964,0,Rural,349250
4786,5,3,3,1995,1,Suburban,405300
4238,4,2,3,1985,0,Urban,344900
2969,5,2,2,1984,0,Rural,276150
1056,3,2,3,1984,0,Rural,165500
1325,5,2,1,1984,1,Rural,198950
3308,5,1,1,2014,0,Rural,282100
3219,5,2,1,1976,1,Urban,301250
4008,3,3,3,2022,1,Rural,349500
4241,1,3,3,1992,1,Rural,332150
2074,4,3,3,2003,1,Suburban,262100
4498,3,1,3,2021,1,Rural,343700
2629,1,2,1,1975,0,Suburban,216450
2903,4,2,3,2011,0,Rural,275950
3829,5,2,1,2009,1,Rural,331650
1088,1,1,2,1986,0,Urban,137700
2512,2,2,2,2014,0,Urban,242300
2047,4,3,1,1995,1,Rural,243350
794,1,2,3,2013,1,Rural,151100
2485,4,3,1,1966,0,Urban,256550
3617,5,3,2,1985,0,Rural,323850
2190,2,1,1,1986,1,Suburban,202800
1636,1,3,2,1991,1,Urban,206600
2564,3,3,1,2012,0,Rural,254300
4955,4,3,2,1971,0,Suburban,381550
1507,1,2,2,1958,0,Suburban,160250
3014,5,1,3,1991,0,Rural,270500
4026,4,2,2,1998,0,Suburban,328200
1747,1,1,2,1960,1,Urban,172850
4402,5,3,1,1961,1,Rural,360900
1935,4,3,2,2017,1,Rural,249350
1071,5,3,3,1980,0,Urban,210050
2882,1,3,3,2010,1,Urban,279600
1745,1,2,1,1979,0,Urban,178450
2584,3,3,1,1955,1,Urban,258200
777,5,2,1,1973,1,Suburban,173250
2387,4,2,2,2012,1,Suburban,260450
1765,4,3,2,1987,1,Urban,241850
1540,3,3,1,1976,1,Rural,202300
1417,2,3,2,1979,0,Suburban,187050
1385,3,2,2,1954,1,Rural,177950
3252,4,3,1,1967,1,Suburban,300200
521,5,3,2,1970,1,Suburban,179550
3691,3,2,3,1969,1,Suburban,307750
2853,5,2,1,1975,1,Urban,282650
