LotArea,YearBuilt,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,TotRmsAbvGrd,SalePrice
7082,1937,584,372,3,4,3,150827
15966,1911,1533,1385,2,1,7,357688
16088,1944,637,899,1,5,11,202795
17377,1916,1253,200,1,2,11,195780
13967,1979,1405,1215,3,5,11,354782
11748,1934,1212,1364,3,4,8,334576
14817,1965,655,1322,3,4,3,256723
16261,1974,907,139,1,1,7,150352
5417,1940,1286,305,1,4,4,216284
13306,1966,1748,1219,3,1,3,335063
13808,1928,1079,1084,3,3,7,272137
8974,1917,1707,359,3,4,7,301969
8267,1919,1718,306,3,5,3,267080
5825,2010,1053,332,2,5,9,204747
12668,1913,895,1106,3,1,5,261576
10745,1933,1657,333,3,3,8,280886
14708,1948,1832,516,2,4,4,291785
16338,1953,1309,730,2,2,11,256339
5412,1930,1461,923,2,2,4,307716
12543,1957,1041,765,2,5,4,241833
12587,2003,1532,1497,3,4,3,370091
5728,1941,1486,1417,1,2,3,342045
16540,1957,669,784,1,1,6,174983
12164,1981,789,1403,1,4,9,261074
16000,1929,1691,20,1,5,6,241319
13867,1924,1867,878,1,3,7,333825
16657,1962,1668,176,1,1,8,235849
10988,1918,1936,1386,2,1,7,394253
7504,1971,1239,21,2,4,7,194620
7967,1991,1087,836,1,3,6,233017
19527,1907,1234,959,3,1,11,276071
7786,1994,956,547,3,3,7,197932
6122,1902,1200,249,1,5,11,209368
9079,1966,1478,660,3,1,6,283467
6571,2007,1825,951,2,2,11,350643
10073,1985,545,1096,2,5,7,214025
10104,1980,1540,1114,3,5,10,348099
7143,1999,1883,1199,1,1,3,356560
14879,1916,1784,125,2,2,6,245483
11806,1913,1646,1227,3,3,6,351897
12357,2014,730,1269,3,2,4,237827
17324,1908,1449,610,2,5,5,268992
17043,1961,1136,1294,2,1,10,294201
8440,1993,611,1009,1,2,10,207473
8766,1920,1092,43,3,2,3,161215
10644,1975,1769,547,1,5,4,288748
15518,1936,1358,1191,2,3,6,327616
19552,1995,890,434,3,2,8,192002
7914,1910,891,1053,2,2,5,236137
9968,1919,827,793,2,4,9,213132
10917,1934,1738,356,2,5,5,288300
18584,1952,1246,1271,1,4,10,304941
17144,1946,866,252,2,5,8,184157
19397,2009,581,784,1,5,10,173783
13787,1974,1305,720,2,4,9,296276
19191,1951,1321,1405,2,3,7,327799
5728,1907,1599,736,3,3,7,290496
6365,1903,1451,899,2,5,5,292329
9492,1926,871,1442,3,4,6,284600
5698,1943,1788,122,3,2,10,262124
12186,1939,763,1317,1,5,7,260818
19512,2001,609,684,3,5,11,196325
18923,1946,806,142,3,1,5,170672
5395,1993,1723,1002,2,3,5,336831
19780,1943,725,937,2,4,10,209444
12400,1947,684,510,1,2,10,162354
13082,2011,1463,56,3,2,9,221535
9171,1990,530,41,3,5,8,108599
9360,1984,1113,820,1,2,9,250977
7502,1951,598,1144,2,2,9,227848
15011,1983,1862,342,3,5,8,297282
5717,1967,1310,331,1,3,11,222775
7782,1910,1789,1479,2,1,7,370515
9946,1976,1151,1460,1,3,7,303414
16769,1972,1313,340,1,3,8,218895
10486,1903,1873,340,3,1,6,290169
13335,1975,1519,1439,2,5,11,371829
9980,1972,1477,848,3,3,4,285621
16332,1976,1980,181,3,4,5,303769
12266,1947,587,983,2,4,11,222814
9491,1925,1586,1287,2,1,3,349073
12192,2001,1421,1233,2,4,7,345324
16130,2005,1910,522,3,5,5,311554
10588,1976,1982,181,2,2,5,286230
12651,1938,1085,1467,2,5,3,317025
8636,1991,1317,250,2,1,10,238753
16414,1957,1431,137,1,2,5,221386
6167,1918,1792,1241,2,4,6,370575
15808,1987,1296,750,3,3,7,252626
6062,1982,1518,453,1,4,7,246361
7156,2012,1512,882,3,5,4,314367
12860,1976,1472,86,1,5,9,223861
10161,1976,1132,292,2,1,8,187066
10305,1957,845,91,1,3,9,122633
16174,1927,1223,207,3,3,5,210321
11541,2016,1400,1227,1,2,10,310171
16486,1965,1601,185,2,2,8,256789
9729,1909,1888,1108,2,5,9,370366
14348,1985,1537,155,3,1,11,235493
12330,1976,635,292,1,5,10,138732
10334,1957,1827,532,3,3,10,322781
13924,1972,896,160,3,3,5,150806
9330,1996,1291,1409,3,5,3,329706
13010,1913,578,850,2,3,3,175863
11801,2011,1204,155,1,2,4,170195
9846,1983,1481,142,2,3,10,231077
11731,1914,1941,1307,2,2,8,398269
12241,1995,1765,561,2,4,8,312946
5953,1932,1574,34,1,1,3,212386
7539,1916,1243,223,2,1,4,199638
12056,1923,883,667,2,3,7,187952
16516,1929,874,392,2,1,5,166852
16493,1961,705,407,1,4,4,141355
6542,1912,988,1411,1,3,11,295759
10293,1961,1904,296,3,2,9,298472
18964,2022,1380,322,2,4,3,227877
6191,1946,1834,38,2,4,3,235838
11313,2011,1898,504,1,1,5,320095
18704,1915,1131,752,1,2,8,260939
16185,1965,1091,1339,2,5,4,291592
11938,1980,1565,1140,3,4,10,337666
7681,1995,1032,1365,3,1,6,318759
14409,1942,1021,239,2,4,10,199489
6540,1907,1324,686,3,2,9,273968
11172,2015,1676,1468,3,2,4,364674
16428,1902,1835,739,2,3,11,351216
10541,1911,1817,996,3,5,7,352953
15578,1983,1097,486,1,5,8,214386
16911,1915,612,764,2,1,4,184611
18807,1977,1635,1434,1,5,5,365482
14580,1979,1698,622,2,2,10,304290
15048,1958,1825,735,1,5,7,338249
6365,2016,1233,297,3,1,3,189550
13691,1948,1744,1075,1,4,11,367398
14872,1962,1694,732,1,5,3,318552
13702,1961,817,1000,1,5,11,239351
12494,2006,1495,303,1,2,8,249031
9312,1948,712,1311,1,2,9,237778
6324,1950,752,663,2,4,3,169173
14347,2017,623,898,1,3,3,164745
15019,1932,1736,1141,1,5,7,361551
8141,1929,1123,1447,2,2,4,307989
12419,1958,1608,790,2,3,7,299113
8486,1975,1588,646,3,5,7,310878
6810,1914,1841,208,1,5,8,271270
11588,1981,1869,1150,1,3,11,362862
7923,1991,1766,1316,3,2,8,371035
10301,1922,1397,518,1,4,3,256558
15406,1977,1660,1245,3,5,7,376114
9186,1993,746,76,2,1,4,116444
13905,1996,940,337,1,1,10,171802
10977,1944,544,862,1,1,9,171813
16794,1961,1157,912,2,4,8,243692
17326,1978,1379,1298,1,5,4,307286
16714,1970,1516,806,2,2,5,287126
9268,1914,1053,1140,2,2,11,284258
9748,2015,1308,1315,3,4,11,334188
9849,2005,1470,1294,2,5,9,333289
14435,1945,1612,1470,3,3,4,388700
8709,1963,1229,1180,2,3,9,288764
14273,2001,1520,571,3,5,3,275665
18971,1945,1453,1207,3,5,11,348650
11619,1955,1751,423,3,2,11,318872
13647,2020,1814,672,3,4,8,318440
18116,2017,1945,1039,1,4,3,360764
14086,1943,1590,925,2,2,10,321085
14576,1974,1774,97,2,1,8,240209
15150,1928,1564,299,2,3,11,261600
8072,1994,598,746,2,5,11,188995
11530,1961,1829,1445,3,3,9,402880
15188,1988,1371,1330,1,3,6,316292
19683,1951,1979,273,2,4,3,304553
17477,1953,800,260,2,2,5,146733
5504,1987,1722,1262,2,1,8,353822
6214,1956,987,935,3,1,3,214284
6531,1982,1629,331,2,2,6,275390
16632,1965,1924,114,2,3,10,282035
12576,1921,1504,267,1,2,10,251059
5823,1919,976,11,3,2,8,167607
5928,1932,1645,72,1,5,8,244349
10029,1971,1600,1015,2,5,5,337628
18428,1924,1835,873,3,3,9,362160
5133,1945,1635,405,2,4,10,268321
7105,1972,1360,177,2,1,4,210837
8627,1997,1308,771,3,5,7,280912
17972,1956,1017,945,1,3,8,237640
11316,1986,1720,1282,3,2,3,370207
6852,1904,1621,399,3,5,7,268819
9910,1954,958,269,1,2,5,168383
18460,1960,729,485,3,2,5,169834
9175,1988,1691,58,1,5,8,238238
16125,1907,507,641,1,3,3,163782
16476,1915,1695,886,3,1,7,332678
17490,2017,1883,265,3,3,7,282416
16003,1947,694,74,1,4,7,134209
10348,2008,1792,1113,1,4,5,349844
18987,2015,1542,504,1,1,8,255398
14442,1960,853,356,1,4,3,170535
18970,1914,1572,153,1,2,3,227501
18843,1964,963,1241,3,4,4,272182
16704,1921,855,485,2,5,6,203843
11190,1902,1349,1153,3,2,11,312358
6256,2001,1473,65,2,3,10,236494
8376,1953,1681,1167,1,1,4,326900
10645,1913,565,379,3,5,3,145367
18454,1935,1358,1336,2,5,6,329996
8486,1981,1070,406,1,1,7,198977
8584,2010,807,1430,3,4,4,254481
14588,2004,1860,276,2,1,8,269379
16829,1981,1282,614,3,1,10,258994
13053,1966,620,1432,2,4,7,262438
8330,1909,1265,313,3,3,6,212741
7703,1948,1927,548,3,1,9,332803
13662,2002,1272,1272,2,4,7,308881
13120,2010,595,460,3,5,10,172595
12114,1964,1637,398,3,1,9,270840
18323,1990,1486,450,1,1,7,230292
6353,1956,1952,470,2,3,10,337861
15975,1926,1039,1457,3,3,3,294792
16023,1974,501,955,2,5,10,193266
10063,2012,1735,1469,3,3,5,385281
13549,1904,1079,706,2,5,3,226816
16211,1970,832,102,2,1,11,147090
12575,1982,1547,327,1,4,8,246598
5667,1956,1891,600,1,3,10,315689
9468,2019,1241,245,2,5,6,215252
18319,1992,1005,1081,3,3,4,260769
14337,1914,1499,104,2,3,8,229916
18659,1998,1699,691,3,2,4,299119
11819,2010,1952,971,2,1,3,353357
17377,2000,1232,1092,1,3,9,273822
8719,2018,1965,992,1,4,9,380918
7745,1975,1013,1325,3,2,8,286956
12483,1929,1394,152,2,5,4,213294
5539,1919,860,1058,3,5,7,258479
15971,1936,773,956,1,4,3,213813
9964,1902,676,1038,2,4,4,221278
17328,1972,1787,1129,1,1,7,363014
9835,2021,1709,729,1,4,7,306542
8775,1940,1026,73,2,5,9,173020
11042,1938,1412,855,3,1,7,313818
19837,1925,778,284,2,4,8,155017
12102,1901,1205,1220,1,4,4,284871
12312,1922,1721,279,1,5,7,276327
10320,1922,1872,786,1,1,10,340619
18216,2022,1944,685,1,2,3,327238
11132,1984,1828,968,3,2,9,348545
12891,1915,563,1176,2,1,10,216754
15700,1908,789,290,2,4,7,159634
7779,1912,517,931,3,4,6,191191
5924,1927,563,1165,3,1,3,209706
16148,1926,829,767,1,2,11,206063
6581,1950,1262,311,2,3,4,224790
12714,1963,1540,645,2,5,7,278384
8324,1951,942,1055,2,1,9,267006
17677,1980,640,25,3,3,10,110801
10713,1937,1831,254,1,5,6,296924
12026,1999,943,1079,1,3,3,250328
5255,1964,995,292,2,3,9,178635
9804,1917,925,636,1,5,11,216552
6838,1962,1998,229,3,3,3,299725
15136,1950,1768,52,3,2,3,251527
19785,1908,949,953,2,1,9,238989
5009,1912,850,100,1,2,11,134860
7871,1939,1098,1490,3,2,7,326285
13989,1954,1210,803,3,5,6,270281
12409,2008,1369,868,3,5,8,311135
12418,1978,1684,266,3,5,11,279583
18164,1942,1663,1,1,3,4,223669
10124,1943,892,21,3,3,7,161348
6015,2009,1341,577,3,1,6,251035
15016,1967,900,211,1,3,5,140111
17661,1932,549,1259,2,1,7,204346
16328,1923,1243,528,2,2,9,218737
7193,1935,1818,387,3,1,5,276095
13415,2014,1948,13,2,1,5,253836
18550,2004,1405,518,1,5,8,265304
19512,1909,1535,1245,3,3,7,356874
19090,1999,1858,615,1,4,5,290492
18140,1919,1490,961,2,4,3,309085
12449,2004,1538,402,2,5,4,254078
9158,2008,527,286,3,2,5,126333
18528,2007,887,383,2,2,6,192013
8925,1974,1815,1270,3,2,7,371585
11970,1911,1332,1114,3,1,11,316186
11938,1961,749,825,1,3,6,209009
9784,1917,597,311,2,2,11,141565
18772,1993,1860,1460,2,4,7,399009
9000,2007,1562,725,3,1,5,281580
6633,2011,1561,42,3,2,9,225718
15344,2000,1823,1097,3,2,10,371800
12266,1962,678,753,3,3,11,195808
13702,1983,1391,992,1,3,11,308036
5384,1924,1992,875,2,1,8,359730
5404,1911,1805,1339,1,4,11,372317
13175,1920,1249,733,2,5,5,269427
17805,1924,1687,143,1,4,4,263832
17763,1910,952,1352,3,3,7,282639
7000,1963,596,208,1,3,9,133479
15948,1972,808,1122,1,5,9,260629
14860,1949,761,699,3,4,8,211390
10989,1961,792,113,3,4,5,148959
6460,1988,748,174,2,5,8,131231
12190,1998,744,270,2,3,3,138438
12140,2015,750,62,1,1,5,112687
8636,1995,622,1007,1,4,4,213696
15916,1948,824,795,1,2,6,188570
9809,1913,1485,1427,3,4,10,387398
9178,1900,1000,224,2,4,5,190751
18456,1980,1186,160,1,4,8,181396
12245,1924,1589,1059,2,3,3,309086
11600,1958,1335,380,2,2,6,237017
10997,1971,558,317,3,4,7,136761
7048,1968,1230,707,3,1,7,247854
17338,1904,1896,455,1,2,3,299822
9780,2004,765,1292,1,5,11,251258
5716,1998,735,343,1,1,7,154184
12939,1918,1397,1063,1,5,11,303594
10565,1922,717,413,1,4,9,149378
9544,1908,1964,1403,2,3,7,418146
9976,2017,1929,1245,2,4,11,406892
17775,1993,1474,1304,3,4,7,326436
15015,1949,1088,224,3,5,11,213807
15273,1915,1416,1480,2,4,7,373218
8419,1932,1992,1177,3,1,3,381841
19430,1901,1417,279,3,3,9,252774
12239,1913,1633,1376,1,5,7,365352
14766,2009,852,1062,3,2,7,254293
19489,1900,590,728,3,4,8,160219
5249,1989,1937,620,3,5,8,334259
13865,1957,1201,974,2,4,9,309978
17725,1988,572,572,2,4,10,182862
15357,1915,1184,488,1,5,3,213798
5770,1978,1221,1007,3,1,5,275016
17154,1989,1821,936,2,2,8,332965
9363,1946,1806,1221,1,4,3,361989
15176,1943,1721,1299,3,1,7,351218
6077,1979,1457,1195,1,4,7,330732
13427,1913,1555,783,1,4,11,298344
13580,1992,1147,507,3,1,4,221345
16229,1923,1259,404,2,4,9,225800
12901,2010,1370,1294,3,2,11,330476
9858,1954,1864,771,3,5,10,359924
15040,1914,1857,663,3,1,3,308765
11544,1982,642,130,2,3,3,111328
9719,1971,1933,1408,3,4,4,422929
7814,1933,1448,1420,2,5,3,361695
8374,1901,543,1319,1,2,10,236623
16470,1926,531,1406,2,2,9,238614
6252,1973,527,1418,1,3,8,259936
11996,1998,1519,1283,1,2,4,343475
17173,1986,922,280,3,5,11,184210
9673,2012,990,1379,2,3,3,289148
15314,1971,659,419,1,1,3,125293
9530,1991,1344,1215,1,3,4,309324
15342,1922,1730,636,2,1,9,300472
18051,1967,517,1451,2,2,3,223771
11881,1913,1626,807,1,5,5,310558
11949,1962,1171,347,1,4,10,203720
14521,2016,731,428,2,3,9,165106
11241,2005,923,1415,2,2,10,293020
13017,1992,1403,1364,1,5,8,341790
11941,1964,1254,546,3,4,10,250360
14550,1967,1336,939,2,3,7,284228
12002,1962,1393,401,1,5,11,246644
15674,1995,738,1070,1,2,3,228581
17734,1996,1857,664,3,3,9,341701
15209,2012,648,749,2,3,8,171011
6331,1989,1122,1448,1,1,10,297343
17536,1980,1931,959,3,1,4,341465
9261,2002,516,636,2,3,3,146133
12648,1986,1413,878,3,5,3,305745
14550,1963,725,1351,1,2,4,233032
10115,1931,1151,86,3,4,7,192352
9637,2015,759,514,1,1,9,179591
9854,1978,1173,1003,1,2,11,252406
8177,1912,673,1188,3,3,6,230175
12730,1965,704,1246,3,2,11,236097
15320,1918,914,860,1,2,5,210364
7180,1923,1676,1320,3,2,8,374968
9892,2008,1626,915,2,3,11,310398
12043,1987,1291,450,2,1,3,218974
5137,1910,1588,1366,3,4,6,348528
11327,1958,1640,340,3,5,7,262099
8472,1985,1679,1484,2,1,8,390872
10449,1914,1605,1415,1,4,10,378072
7832,1909,1017,420,1,3,4,173308
8579,1940,1590,380,2,4,8,266789
10971,1926,1761,4,1,3,9,241389
16223,1959,1478,647,3,4,8,287797
9164,1972,1509,1027,3,1,6,322587
15785,1951,1849,315,2,3,8,313686
12941,1927,1089,1101,2,2,6,265386
19388,1964,566,530,2,3,11,181893
10569,1916,1699,354,2,3,3,255533
9300,1994,1183,1056,1,4,11,285347
11269,1943,1778,661,1,3,6,300594
8818,1909,562,1162,1,4,5,206299
17330,1962,1313,1295,3,1,7,321435
17015,2000,902,1219,3,3,5,271830
17234,1992,691,126,2,2,3,121118
6906,1981,1852,348,2,2,10,300804
11254,1946,570,1067,1,1,11,212051
5760,1937,1377,741,1,2,8,269642
12830,2002,1240,727,1,4,4,245374
12350,2012,1445,243,2,3,8,226581
11238,1969,1586,8,1,5,8,222477
11090,2003,1820,711,2,3,8,338123
16637,1975,744,845,2,3,11,209661
11031,1952,1018,1102,3,5,6,280253
12687,1977,892,1213,3,2,4,272605
14091,1943,1271,85,2,2,10,202317
17647,2018,1700,270,1,3,8,263554
16139,1973,1727,512,2,2,3,297890
14911,1953,1410,1043,2,4,8,313187
13472,1919,1651,129,2,4,4,237223
16458,1978,1718,837,2,5,6,343466
6887,1930,1717,769,3,3,4,311238
8266,1906,683,1030,3,4,6,224757
5666,1957,746,851,2,1,9,200676
9188,2004,823,936,3,2,10,212315
5671,1909,659,1333,3,3,5,230494
15161,1909,1205,900,1,4,3,246971
17348,2011,1121,472,3,5,3,218216
11777,1938,1424,1125,3,4,9,330047
16314,1927,565,337,2,1,3,124046
12570,1929,1429,318,3,4,5,233584
12956,1936,753,1048,3,3,7,225717
10124,2018,782,720,3,5,7,241341
10585,1966,1583,1453,2,5,6,365477
17891,2013,617,142,2,1,10,125760
9777,1942,922,656,3,3,5,221237
8900,1978,1055,1172,2,1,10,281425
11677,1984,535,1078,2,1,8,198496
18716,1951,1030,470,1,1,6,179238
11981,2000,590,362,3,4,5,132387
19980,1955,1824,649,1,2,4,298507
11376,1975,1740,208,3,4,8,271209
5523,1967,597,1208,3,3,3,222041
7393,2010,1979,1088,1,1,10,367065
16309,1908,1030,548,1,1,7,195593
7593,2002,1037,1135,3,2,9,290806
15160,2005,1551,262,1,5,9,240051
18389,1991,1847,1099,1,1,8,348694
14945,1922,1746,1319,2,4,7,364372
19124,1962,579,1201,3,1,4,244181
12240,2008,1062,765,2,3,5,213405
11937,1960,1981,0,3,2,5,265201
15488,1939,1113,147,2,5,7,205462
11190,1943,675,875,3,3,4,214316
10240,1985,1021,985,2,4,3,252436
15453,1923,1980,1152,3,3,6,393704
15478,1950,922,512,2,1,5,174028
18367,1957,1623,628,1,2,5,263292
11493,1989,1926,971,3,1,8,355660
17394,1993,1075,1172,1,2,11,274008
7878,1932,1903,1292,2,4,4,392748
9143,1915,1030,652,3,3,7,225869
8644,1921,831,1128,2,2,4,253201
9432,2012,1841,465,2,3,8,305038
18337,1956,1152,763,1,2,3,215300
18568,1961,1239,1019,3,1,3,260211
15247,2013,1612,928,2,2,11,320438
17912,2006,1010,1304,1,2,7,269482
19178,1981,541,1430,1,5,11,249740
6276,1970,1384,793,1,4,10,290217
10811,2013,1912,899,1,1,11,355404
15958,1989,580,1381,2,1,11,231751
5302,1971,901,674,2,3,10,226419
5638,1969,606,1008,2,2,5,196082
5055,1929,1634,1226,3,2,9,358163
18013,2002,1800,280,3,2,6,267981
13717,1922,1737,915,1,1,10,332064
17761,1931,1005,1280,2,5,9,295111
17315,1985,1644,1117,1,3,11,359733
13150,2005,1657,323,2,2,10,260795
7125,2006,1219,790,3,5,5,266266
16479,1956,1894,1385,1,4,7,400546
5364,2008,756,1374,2,1,5,254195
11809,1908,1453,1085,2,4,11,339852
9621,1930,1703,186,2,1,3,234135
18623,1970,1432,914,1,3,9,300028
18170,1908,1571,541,3,4,11,297286
10126,1912,1396,896,2,3,5,282471
10122,1957,518,1327,1,3,9,229253
6646,1902,1569,638,2,3,9,290996
5918,1934,950,435,1,4,4,187004
7797,1996,1397,212,3,4,7,226658
11506,1920,1579,1429,2,4,9,364496
10870,1963,1240,817,1,2,4,251159
6531,1994,1615,961,2,3,4,323780
13172,1951,581,1157,1,2,8,202757
8345,1933,1236,959,3,1,4,278867
12673,1995,578,916,3,4,3,195742
11949,2020,782,992,1,5,5,221678
11882,1934,1834,914,3,1,3,334906
6906,1914,1496,1242,2,3,8,327280
8086,2019,659,420,3,3,6,159128
18503,1995,1839,318,2,2,4,274390
13152,1905,1679,1180,3,4,9,367123
10750,2008,1387,187,3,4,9,228660
17772,1984,967,1499,2,1,10,293797
15267,1996,1352,161,3,1,9,203132
13905,1931,961,128,2,1,3,129828
6062,1951,1353,303,2,5,5,223963
6976,1982,616,1112,3,5,3,196172
6296,1996,863,916,3,3,4,212849
18542,1927,965,1185,2,3,3,267841
11229,1994,683,921,1,3,11,201169
12641,1984,1159,1059,3,4,9,296520
5125,2017,1689,1250,3,3,11,379246
9632,1997,574,150,1,2,10,107101
11288,1963,1325,592,1,1,4,243728
8596,1978,1795,46,3,4,3,266467
16475,1977,1002,939,3,5,7,243449
11168,1918,1294,659,3,1,9,266072
14795,2006,1086,230,1,3,4,168883
12561,1914,1155,1001,3,5,6,265118
13258,1905,1866,164,1,5,9,280741
5232,2015,1199,723,1,5,11,263680
15348,1972,1134,819,2,1,8,246370
14361,2000,1343,1089,1,4,9,323147
15350,1983,1774,1103,2,1,10,363631
11371,1997,1334,139,1,2,10,204343
9206,1937,1653,399,1,3,11,275941
14685,1925,1263,129,2,4,4,224750
19369,1981,857,984,2,4,9,245980
17910,1991,1191,765,2,3,4,260400
12943,2018,1931,445,2,2,9,319813
17199,1950,1121,28,2,5,11,172835
11891,1972,981,1225,2,3,6,260661
11738,1995,1479,1260,2,5,7,342193
7472,2022,1601,798,1,3,7,298847
15852,1952,1477,1362,1,1,4,332437
18829,1955,1844,1422,2,2,5,401996
7739,1958,789,1462,3,2,3,276147
10401,1969,1820,288,2,3,5,261457
6761,1977,1251,1275,3,2,7,306132
16706,1991,1998,976,1,5,11,395771
15167,1957,522,99,1,2,3,95764
15554,1987,1305,421,3,2,8,220040
5876,1912,671,642,1,2,4,161891
19277,1942,1334,693,2,4,8,248401
8812,1975,817,705,3,3,8,219311
16640,1950,1407,17,3,1,3,199884
14504,1918,1297,470,1,1,7,222707
6460,1920,1490,722,3,4,4,285283
15901,1990,1354,1030,3,4,3,304001
15516,2021,1716,418,3,1,11,300172
6733,1982,1180,379,1,5,8,219868
6605,1923,1415,507,3,1,3,251748
10622,1925,1641,113,3,1,11,252190
11767,1944,1529,851,2,3,11,323364
15755,1927,1342,510,2,1,9,261194
16613,2009,982,850,3,1,11,236249
11986,2019,631,975,1,2,3,188301
8517,1981,1616,613,3,4,5,292768
15589,2007,1360,468,1,1,10,231104
18918,1999,793,92,2,1,5,123763
8735,2005,1140,1125,2,5,10,293567
16062,1928,1499,492,3,1,5,257280
14352,1916,891,762,1,3,6,204947
18046,1967,748,988,1,5,6,215227
13434,1943,1202,478,1,1,7,214606
7590,2008,1940,876,3,3,6,348335
6063,1960,1666,166,1,4,9,255184
9324,2022,1760,139,2,1,6,237739
15787,1992,786,93,1,4,3,126421
14111,1967,776,1204,1,1,7,252159
10342,1973,886,575,3,5,10,211374
5005,1924,1905,1027,3,5,8,386194
12489,1994,949,605,3,3,6,199111
13659,1966,790,1412,3,2,6,264824
19043,2010,1692,1295,3,3,3,369118
17362,1901,942,1155,1,1,3,217369
13195,2020,1155,583,1,4,5,230077
10966,1988,1707,815,3,4,6,324554
13837,1948,1568,592,3,1,6,273928
5117,1969,1326,685,1,2,4,261134
16120,1925,1791,962,3,2,11,339498
18917,1971,975,986,2,2,10,255504
7551,1998,752,1075,1,1,5,224064
19309,1926,1919,1313,2,5,4,387333
18234,1988,788,445,1,5,3,144562
19909,1917,1735,236,1,1,11,264785
10560,1953,1499,1303,1,5,7,352495
9289,1900,520,1067,1,2,10,214909
5846,1960,815,881,1,5,6,201613
15954,2011,1063,765,1,1,4,217350
18703,2002,1961,936,1,5,7,384980
18746,1902,1946,358,3,5,10,321884
11316,2018,1756,645,3,5,8,324215
18956,1967,622,689,3,5,10,199381
11469,1940,1373,461,2,1,5,234171
18721,1936,1459,100,1,3,7,210247
14333,1950,713,691,3,5,4,190663
15002,1914,1338,983,3,3,5,307322
13915,1907,1146,1484,3,1,9,329488
5224,1937,1467,768,1,4,3,279541
17819,2013,1229,267,1,3,10,189217
9208,1982,1099,882,2,1,7,241836
11283,1955,1291,1385,2,4,4,344584
17846,1946,539,407,1,5,5,127460
7048,1989,1251,1060,2,1,6,281890
11233,2002,1855,467,3,2,4,297318
17941,1909,1442,258,2,4,7,220366
17607,2001,1147,508,3,2,9,217984
14765,1977,681,308,2,5,11,143608
6828,1948,764,1296,3,5,3,240339
6917,1940,1270,624,2,3,8,254606
9234,1982,1362,109,2,5,8,207668
11988,1929,931,678,1,3,3,218227
7026,1904,1719,1283,1,4,4,367716
19594,2018,1008,741,3,2,10,235624
8744,1994,946,906,1,4,8,245003
14093,1970,1027,267,3,2,3,154876
17977,1982,1725,1055,1,1,8,335422
15231,1930,1374,939,1,4,9,304429
5009,1951,1656,810,3,1,4,292485
5260,2021,1662,1200,2,2,6,354405
11038,2002,1168,103,3,3,9,195019
14865,1987,1346,1259,3,4,8,314706
7219,1997,569,1116,3,4,10,242685
12041,2020,1315,200,1,3,8,219284
7060,1922,1538,898,1,3,4,302603
10287,1947,1735,742,1,5,3,294818
16905,2008,1583,924,3,5,7,317791
6619,1939,1775,596,2,2,11,309413
13512,1905,945,1058,2,4,4,263574
6342,1937,1525,1140,3,3,9,336703
18924,1940,1859,687,3,3,11,339620
15568,1999,518,1481,2,1,6,227968
7832,1926,1060,1494,1,5,6,326135
7824,1974,1601,919,3,1,7,305784
6994,1968,971,787,2,3,8,231912
16150,1956,527,398,2,4,9,156101
19231,1916,1059,596,2,4,11,225095
15230,2015,1107,116,1,1,8,165768
8490,1970,1688,361,2,5,5,264702
16869,1990,957,203,2,2,4,145156
14310,1946,1444,1169,2,4,8,315647
12984,2020,1699,443,3,2,11,307037
6604,1978,1483,726,3,5,5,274620
19653,2009,1367,860,3,1,6,272637
17219,1912,1515,1320,2,5,5,335303
5235,1910,528,867,2,3,9,179150
15161,2008,1168,766,1,5,6,245880
17621,1989,1325,1254,2,1,8,314984
6908,1985,1315,1226,1,1,8,318640
13567,1991,778,361,2,5,11,185774
8530,1923,782,394,1,1,7,162340
10256,1992,1502,247,3,3,9,254461
7635,1972,804,1463,2,2,3,247545
13162,2005,1193,913,1,5,10,275068
14762,1903,608,1419,3,1,4,253970
7560,2012,823,760,3,2,6,226835
10415,1945,1729,655,2,3,9,322198
8391,2019,1757,355,1,5,8,277291
16157,1917,957,1424,1,1,6,284434
16835,1942,1710,240,1,2,10,251744
10951,1979,981,1364,3,3,9,310055
10468,1932,1421,228,1,4,8,217116
13007,1992,1930,620,3,1,7,315349
17042,2002,1019,930,1,3,7,254734
14064,1909,1576,854,3,2,9,313652
14444,1972,1921,528,2,5,8,331823
11413,1958,1722,266,3,2,6,274622
19139,1930,890,1152,1,5,9,248315
11941,1927,1270,219,3,3,7,213031
14506,1959,1412,1105,1,3,9,304122
9820,2020,1695,560,2,2,9,273751
19340,1902,585,1043,3,2,4,202503
7898,2017,1057,1350,2,5,6,291992
12546,1954,1357,1060,3,1,6,304838
